age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,entrepreneur,single,secondary,no,289,no,no,cellular,4,apr,310,1,-1,0,unknown,no
33,retired,married,unknown,no,2893,yes,no,cellular,23,jun,194,1,-1,0,unknown,yes
64,management,married,tertiary,no,4514,no,no,unknown,30,mar,107,7,-1,0,failure,no
62,unemployed,married,secondary,no,2366,no,no,unknown,16,apr,152,1,213,0,failure,no
19,entrepreneur,single,unknown,no,2001,no,no,telephone,24,apr,337,8,-1,2,unknown,yes
33,self-employed,divorced,primary,no,2073,no,no,unknown,16,sep,276,6,-1,0,unknown,no
71,blue-collar,married,unknown,no,4445,yes,no,cellular,8,nov,88,1,-1,0,unknown,no
83,services,divorced,tertiary,no,5656,yes,no,unknown,25,may,295,1,21,0,unknown,no
59,technician,single,secondary,no,4770,yes,no,unknown,6,feb,180,9,60,5,unknown,no
79,retired,married,primary,no,2797,yes,no,unknown,31,oct,659,1,-1,0,unknown,yes
79,technician,married,secondary,no,5401,no,no,unknown,4,jul,217,4,-1,3,unknown,no
85,admin.,single,secondary,no,1504,yes,no,cellular,2,sep,387,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,710,yes,no,cellular,16,aug,37,1,-1,1,failure,yes
65,unknown,married,secondary,no,1781,no,yes,cellular,2,feb,299,1,-1,2,unknown,yes
72,services,single,secondary,no,4084,no,no,cellular,12,oct,336,2,-1,0,unknown,no
88,management,divorced,secondary,no,-1669,yes,no,unknown,4,may,113,4,-1,0,unknown,no
36,unknown,single,secondary,no,-2648,yes,no,cellular,27,apr,132,3,197,0,failure,no
51,student,single,secondary,no,672,no,yes,cellular,20,dec,1243,1,225,0,unknown,no
65,unknown,single,primary,no,-3121,no,yes,unknown,8,oct,146,2,-1,0,failure,yes
95,services,single,secondary,no,-4325,no,no,cellular,17,oct,53,10,-1,0,unknown,yes
88,student,married,tertiary,no,4980,yes,no,cellular,29,dec,236,3,-1,0,unknown,no
81,housemaid,married,secondary,no,1106,yes,no,cellular,20,oct,204,2,389,0,failure,no
89,student,married,secondary,no,192,yes,no,cellular,16,mar,262,1,-1,0,unknown,no
80,self-employed,married,tertiary,no,4862,no,no,unknown,24,sep,487,10,51,0,unknown,yes
95,services,married,secondary,no,5976,yes,no,cellular,21,jul,246,2,-1,0,unknown,no
65,self-employed,married,secondary,no,1062,yes,no,unknown,1,dec,650,2,-1,0,unknown,yes
72,unknown,single,tertiary,no,6361,no,no,unknown,29,jun,140,2,-1,0,unknown,no
54,self-employed,single,secondary,no,-2078,no,no,cellular,27,jul,21,3,-1,1,unknown,no
66,housemaid,married,secondary,no,2974,yes,no,cellular,13,jun,301,1,-1,0,unknown,yes
62,unemployed,single,secondary,no,9446,yes,no,cellular,30,dec,221,3,329,0,unknown,no
75,self-employed,married,secondary,no,4373,yes,no,cellular,12,nov,125,3,-1,0,unknown,no
79,unknown,single,secondary,no,-3334,yes,no,unknown,29,dec,137,6,-1,2,unknown,no
38,student,divorced,secondary,no,480,yes,no,telephone,9,nov,111,5,-1,4,unknown,yes
46,blue-collar,single,primary,no,-6102,yes,yes,unknown,8,jan,605,6,38,0,unknown,no
44,self-employed,single,secondary,no,6620,yes,no,cellular,19,jan,197,6,-1,2,unknown,yes
55,student,married,secondary,no,1844,yes,no,cellular,30,sep,835,4,23,0,unknown,yes
81,student,single,tertiary,no,4498,yes,no,unknown,30,jan,143,6,-1,0,unknown,no
60,entrepreneur,single,tertiary,no,-125,yes,no,unknown,6,jan,1092,7,-1,0,unknown,yes
68,housemaid,married,primary,no,1692,yes,no,unknown,15,dec,252,2,-1,0,unknown,no
50,housemaid,married,secondary,no,159,no,no,unknown,30,sep,234,2,-1,0,unknown,no
55,self-employed,married,secondary,no,5201,yes,no,unknown,18,sep,309,1,-1,0,unknown,yes
65,blue-collar,married,tertiary,no,1047,no,no,cellular,26,may,575,1,-1,0,unknown,yes
83,entrepreneur,married,tertiary,no,2871,no,no,cellular,24,oct,1483,2,-1,2,success,yes
53,admin.,married,secondary,no,1935,no,no,cellular,21,jul,223,1,356,0,failure,no
58,unknown,married,secondary,no,7357,no,yes,cellular,4,aug,126,1,-1,3,failure,yes
47,management,single,tertiary,no,-1005,yes,no,cellular,28,may,518,4,252,0,unknown,no
52,services,single,unknown,no,8615,yes,no,cellular,2,jul,28,2,-1,0,unknown,no
70,self-employed,single,secondary,no,2692,no,no,cellular,22,jul,79,1,-1,0,other,no
25,unemployed,single,secondary,no,1767,yes,no,unknown,6,apr,309,3,-1,2,unknown,no
36,management,married,secondary,no,257,yes,yes,cellular,28,may,89,1,-1,0,unknown,no
68,management,single,primary,no,-673,no,no,cellular,29,aug,517,2,96,0,failure,no
68,retired,single,primary,no,7862,yes,no,cellular,15,aug,53,3,-1,0,unknown,no
80,technician,single,secondary,no,1220,no,no,unknown,22,mar,299,1,313,0,unknown,yes
38,entrepreneur,divorced,secondary,no,2617,yes,no,cellular,28,nov,28,7,205,0,unknown,no
18,blue-collar,married,primary,no,2175,yes,no,cellular,8,oct,7,2,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,-1965,yes,no,cellular,29,jan,30,2,-1,0,unknown,no
65,technician,married,tertiary,no,8,no,no,cellular,22,feb,248,1,-1,1,unknown,yes
62,unemployed,single,primary,no,2431,yes,no,cellular,7,aug,501,1,90,0,unknown,yes
62,entrepreneur,married,primary,no,2571,yes,yes,unknown,31,aug,135,1,66,0,unknown,no
56,self-employed,married,secondary,no,4232,yes,no,cellular,30,jan,289,3,-1,0,unknown,no
22,technician,married,secondary,no,-2851,no,no,cellular,24,sep,89,1,-1,0,failure,no
36,admin.,single,primary,no,3863,yes,no,cellular,3,aug,186,2,-1,0,unknown,no
23,self-employed,married,tertiary,no,4234,yes,no,unknown,5,aug,409,3,374,2,unknown,no
84,services,married,secondary,no,-2262,no,no,cellular,13,dec,374,2,-1,0,unknown,yes
52,unknown,married,primary,no,-3831,no,no,cellular,15,nov,364,3,-1,0,unknown,no
29,technician,married,tertiary,no,2034,yes,no,telephone,15,oct,232,6,-1,0,unknown,no
33,unknown,married,tertiary,no,-1679,yes,no,cellular,28,mar,527,1,-1,0,unknown,no
65,management,single,tertiary,no,-343,yes,no,cellular,31,jan,81,7,-1,0,unknown,no
91,retired,married,secondary,no,4194,no,no,unknown,29,apr,60,1,-1,1,unknown,no
56,unknown,single,secondary,no,2767,yes,yes,cellular,28,oct,42,1,-1,0,unknown,yes
23,admin.,married,secondary,no,2899,yes,no,unknown,28,mar,377,4,-1,0,unknown,yes
83,student,married,secondary,no,2482,yes,yes,unknown,7,aug,308,3,-1,0,unknown,no
89,housemaid,single,secondary,no,2914,no,no,cellular,6,may,230,1,-1,0,unknown,no
66,technician,married,tertiary,no,-1133,no,no,unknown,13,aug,321,6,199,2,unknown,no
91,unemployed,married,tertiary,no,4174,no,no,unknown,22,aug,297,1,-1,0,unknown,yes
84,unemployed,married,primary,no,2032,no,no,cellular,6,mar,227,3,-1,0,unknown,no
95,admin.,married,tertiary,no,3084,no,no,cellular,18,jan,93,5,-1,3,unknown,no
78,unknown,married,secondary,no,4530,no,no,unknown,14,dec,292,6,-1,0,unknown,yes
82,blue-collar,married,secondary,no,-144,no,no,cellular,16,jan,839,1,269,0,unknown,yes
28,management,married,tertiary,no,3072,yes,no,cellular,14,aug,107,3,223,0,success,yes
88,retired,married,primary,no,394,no,yes,cellular,19,dec,462,5,-1,0,unknown,no
24,unknown,married,secondary,no,-302,yes,yes,unknown,9,jul,152,2,-1,0,unknown,no
41,housemaid,divorced,primary,no,-3557,no,no,cellular,14,feb,192,3,-1,3,failure,no
57,student,married,tertiary,no,8167,yes,yes,cellular,2,nov,332,2,395,0,unknown,yes
28,services,married,tertiary,no,644,no,no,cellular,1,jan,317,3,-1,0,unknown,no
85,student,married,secondary,no,584,yes,no,cellular,17,apr,406,5,-1,0,unknown,yes
34,unemployed,divorced,secondary,no,-410,yes,no,cellular,9,feb,193,8,138,0,other,no
80,blue-collar,single,secondary,no,3664,yes,no,cellular,20,jun,727,4,-1,0,unknown,no
84,student,divorced,tertiary,no,4802,no,no,unknown,13,jan,193,2,-1,0,unknown,no
59,unemployed,single,tertiary,yes,1218,no,no,unknown,10,mar,449,3,-1,0,unknown,no
92,admin.,married,secondary,no,4423,yes,no,cellular,19,jun,195,6,-1,0,unknown,no
48,retired,married,secondary,no,2487,no,no,cellular,4,aug,451,7,-1,0,unknown,yes
91,unknown,single,primary,no,-2032,no,no,cellular,10,aug,422,1,-1,0,unknown,no
37,entrepreneur,divorced,secondary,no,-3979,yes,no,cellular,7,jan,95,3,256,0,unknown,no
32,management,married,secondary,no,-1742,yes,yes,cellular,30,oct,186,11,-1,0,unknown,no
29,entrepreneur,married,secondary,no,-348,yes,no,cellular,17,oct,322,1,-1,0,unknown,no
61,management,married,tertiary,no,-265,no,no,cellular,31,dec,255,2,-1,0,unknown,yes
23,student,married,secondary,no,-6209,no,no,telephone,21,aug,245,3,-1,0,unknown,no
67,entrepreneur,married,secondary,no,443,yes,yes,cellular,12,jun,260,1,-1,0,unknown,no
39,services,single,secondary,no,-2154,no,yes,unknown,30,feb,328,1,-1,0,unknown,no
20,services,single,secondary,no,4453,no,no,telephone,8,sep,199,5,-1,0,unknown,no
28,blue-collar,married,tertiary,yes,3590,no,no,cellular,6,dec,344,5,75,0,unknown,yes
56,blue-collar,single,unknown,no,6584,no,no,cellular,13,may,80,1,-1,0,other,no
82,blue-collar,married,secondary,no,3729,yes,no,unknown,9,feb,200,5,-1,0,unknown,no
37,self-employed,married,secondary,no,1874,no,no,unknown,6,may,56,4,-1,1,unknown,no
75,blue-collar,married,secondary,no,-4799,yes,no,cellular,27,oct,259,2,-1,1,unknown,no
68,unemployed,married,secondary,no,5021,yes,no,unknown,25,aug,752,5,-1,1,unknown,yes
23,unemployed,married,secondary,no,5405,yes,no,cellular,2,nov,796,8,-1,1,failure,no
43,admin.,divorced,secondary,no,-615,yes,no,unknown,5,feb,273,8,-1,0,unknown,no
61,admin.,married,secondary,no,3833,yes,no,unknown,11,jan,375,2,209,0,unknown,no
70,unknown,married,tertiary,no,-800,yes,no,cellular,7,may,494,1,51,1,failure,no
50,unemployed,married,unknown,no,-1520,yes,yes,cellular,10,dec,966,1,392,1,other,no
24,management,married,secondary,no,3258,yes,no,cellular,7,mar,470,8,-1,0,unknown,no
84,unknown,single,secondary,no,1348,yes,no,cellular,31,feb,163,2,-1,0,other,no
85,student,married,tertiary,no,-488,yes,no,cellular,7,jun,395,1,-1,0,unknown,no
90,self-employed,married,tertiary,no,-4136,yes,no,unknown,27,apr,67,1,-1,0,unknown,no
53,admin.,married,secondary,no,4473,yes,no,unknown,22,mar,699,1,-1,0,unknown,yes
76,blue-collar,married,secondary,no,2356,yes,no,cellular,15,apr,155,1,-1,5,failure,no
37,self-employed,married,secondary,no,678,yes,no,unknown,25,jul,30,1,-1,0,unknown,no
77,housemaid,divorced,secondary,no,-259,yes,no,unknown,1,dec,105,1,-1,0,unknown,no
68,blue-collar,divorced,primary,no,1339,yes,no,unknown,13,jul,425,2,-1,0,unknown,yes
54,blue-collar,married,secondary,no,159,yes,no,cellular,20,mar,482,1,-1,0,unknown,no
74,technician,single,secondary,no,-1229,yes,no,cellular,19,jun,382,1,312,0,unknown,yes
38,housemaid,married,secondary,no,-1360,yes,no,cellular,23,feb,363,1,107,0,unknown,no
66,retired,married,primary,no,200,yes,no,cellular,26,may,108,4,-1,0,unknown,no
39,unemployed,married,unknown,no,665,no,no,cellular,5,mar,664,2,299,0,unknown,yes
24,blue-collar,married,secondary,yes,-672,no,no,cellular,4,sep,83,2,-1,0,unknown,no
36,services,married,secondary,no,5139,no,yes,cellular,16,jan,123,1,-1,2,unknown,no
54,unknown,single,secondary,no,3925,no,yes,cellular,11,jan,657,9,-1,0,unknown,yes
95,student,married,secondary,no,2972,yes,no,unknown,13,dec,371,6,-1,0,unknown,no
70,entrepreneur,married,primary,no,3140,no,no,cellular,10,mar,222,5,-1,0,unknown,yes
24,blue-collar,married,primary,no,-959,yes,no,telephone,10,jan,75,3,-1,0,unknown,no
90,admin.,married,secondary,no,-3209,no,no,telephone,12,aug,115,4,-1,5,unknown,yes
37,retired,married,primary,no,-2199,yes,no,cellular,27,aug,342,1,-1,2,failure,no
47,housemaid,divorced,tertiary,no,-949,yes,no,telephone,8,dec,177,1,-1,2,unknown,no
90,unknown,married,primary,no,-1870,no,no,telephone,16,jul,236,8,-1,0,unknown,yes
67,entrepreneur,married,tertiary,no,2396,no,no,cellular,21,sep,774,2,-1,0,unknown,yes
85,retired,single,primary,no,5625,no,yes,cellular,10,dec,791,3,347,0,unknown,no
69,technician,married,secondary,no,5809,yes,no,cellular,24,dec,16,2,-1,1,unknown,no
92,blue-collar,single,secondary,no,4462,yes,no,unknown,2,apr,163,4,-1,0,unknown,no
74,housemaid,married,secondary,no,8863,no,no,telephone,11,aug,389,3,-1,0,unknown,yes
69,student,married,tertiary,no,3367,yes,no,unknown,24,mar,526,2,-1,0,success,yes
52,student,divorced,secondary,no,-2397,yes,no,cellular,20,aug,133,3,-1,0,unknown,no
70,blue-collar,married,secondary,no,3275,no,no,cellular,18,jan,934,1,-1,0,unknown,yes
89,student,single,tertiary,no,4803,yes,no,telephone,9,apr,293,1,-1,0,unknown,no
57,entrepreneur,single,secondary,no,5135,yes,no,cellular,16,jan,157,5,-1,0,unknown,no
34,retired,married,tertiary,no,-2286,yes,no,telephone,1,oct,18,3,-1,0,unknown,no
47,admin.,married,secondary,no,3562,no,yes,cellular,19,jun,13,1,-1,0,unknown,no
77,retired,married,secondary,no,-553,no,no,cellular,25,sep,186,3,-1,0,other,yes
50,self-employed,married,tertiary,no,1910,yes,no,unknown,17,dec,128,2,-1,0,unknown,no
58,unemployed,single,secondary,no,4889,yes,no,cellular,14,feb,63,1,-1,0,unknown,no
70,entrepreneur,married,tertiary,no,237,no,no,cellular,2,jan,668,4,-1,0,unknown,no
67,retired,divorced,primary,no,1961,yes,no,cellular,26,jun,610,3,-1,0,failure,yes
80,retired,married,tertiary,no,-3226,no,yes,cellular,16,dec,113,5,-1,0,unknown,no
72,self-employed,married,secondary,no,4239,no,yes,unknown,17,may,145,2,-1,0,unknown,yes
29,management,married,secondary,no,1061,yes,no,cellular,20,dec,176,2,-1,0,unknown,no
51,admin.,married,secondary,no,1947,yes,no,cellular,13,dec,221,2,-1,1,unknown,no
57,self-employed,married,secondary,no,9167,no,no,unknown,1,apr,477,5,-1,0,unknown,yes
63,management,married,secondary,no,-4534,no,no,cellular,12,apr,108,2,-1,0,unknown,no
54,unemployed,married,primary,no,4342,yes,no,unknown,8,mar,405,5,79,0,unknown,yes
40,blue-collar,divorced,secondary,no,-2781,no,no,cellular,10,jan,610,1,390,0,unknown,yes
41,management,married,tertiary,no,2997,yes,no,cellular,21,jul,231,1,234,3,other,no
48,blue-collar,married,primary,no,916,yes,no,cellular,10,sep,658,5,4,0,unknown,no
78,management,married,secondary,no,-2619,no,no,cellular,10,apr,724,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,8205,no,yes,cellular,6,aug,188,5,-1,0,unknown,no
53,self-employed,single,tertiary,no,230,no,no,cellular,26,jul,621,12,-1,0,failure,yes
61,services,single,secondary,no,4422,no,no,cellular,10,sep,194,2,-1,1,unknown,no
28,admin.,married,secondary,no,-1120,no,no,cellular,4,jan,82,5,-1,0,unknown,no
88,entrepreneur,divorced,primary,no,1574,yes,no,unknown,28,feb,116,4,-1,0,unknown,yes
90,services,married,tertiary,no,287,yes,no,cellular,8,jan,541,1,-1,0,unknown,yes
57,housemaid,single,secondary,no,-506,yes,no,unknown,14,jul,662,3,-1,3,unknown,no
72,self-employed,married,tertiary,no,-997,yes,no,cellular,18,apr,281,1,-1,0,failure,no
78,unknown,married,primary,no,4333,yes,no,telephone,15,feb,244,4,-1,0,unknown,no
86,self-employed,single,secondary,no,6568,no,yes,cellular,5,dec,22,4,-1,1,success,no
74,unknown,married,secondary,no,-1872,yes,no,unknown,1,feb,310,6,218,0,unknown,yes
24,student,married,primary,no,3617,yes,no,cellular,7,jun,383,4,113,0,unknown,yes
22,housemaid,married,secondary,no,1224,no,no,telephone,3,aug,300,1,-1,1,unknown,no
30,unknown,married,secondary,no,3058,yes,no,unknown,9,mar,332,3,-1,0,unknown,yes
67,student,single,secondary,no,827,no,no,cellular,2,nov,345,2,-1,0,other,yes
22,blue-collar,married,tertiary,no,-1801,no,yes,unknown,9,jun,283,2,-1,0,unknown,no
55,entrepreneur,married,secondary,no,1343,yes,no,cellular,25,may,28,8,-1,0,failure,no
19,student,married,tertiary,no,929,yes,no,cellular,13,dec,118,8,-1,5,unknown,no
22,services,married,secondary,yes,1183,no,no,unknown,12,dec,285,1,-1,0,unknown,no
26,student,married,secondary,no,2567,no,yes,unknown,15,feb,54,1,-1,0,unknown,yes
61,retired,married,primary,no,2295,yes,no,telephone,1,jul,735,2,262,0,unknown,yes
48,entrepreneur,married,secondary,yes,2631,no,no,cellular,28,dec,299,3,-1,0,unknown,no
58,self-employed,married,tertiary,yes,3980,yes,no,cellular,22,jan,529,1,-1,0,unknown,no
63,admin.,married,secondary,no,-401,yes,yes,cellular,5,apr,269,1,-1,0,unknown,no
19,unemployed,divorced,secondary,no,-2904,no,no,telephone,24,jan,571,2,-1,0,unknown,yes
64,student,married,secondary,no,-32,no,no,cellular,31,nov,901,2,-1,0,unknown,no
30,self-employed,single,secondary,no,510,yes,no,cellular,15,jul,403,3,-1,0,unknown,no
45,services,single,primary,no,3952,yes,no,cellular,7,jun,241,1,345,0,unknown,no
93,self-employed,single,secondary,no,4972,no,no,unknown,16,jun,912,2,-1,2,unknown,yes
23,unknown,single,primary,no,3898,yes,no,cellular,28,dec,554,4,265,0,unknown,no
32,admin.,single,secondary,no,-3056,no,no,cellular,23,sep,163,2,-1,0,failure,no
85,blue-collar,single,tertiary,no,-6222,yes,no,unknown,12,jul,653,2,-1,4,unknown,yes
49,blue-collar,married,secondary,no,-960,no,no,unknown,19,sep,600,2,-1,0,unknown,yes
22,retired,married,primary,no,5143,no,yes,cellular,22,jun,364,7,-1,0,unknown,yes
20,housemaid,single,secondary,no,-3013,no,yes,cellular,2,aug,218,3,-1,0,unknown,no
50,blue-collar,divorced,tertiary,no,597,no,yes,unknown,1,mar,230,2,-1,0,unknown,no
31,student,married,secondary,no,4743,no,yes,unknown,31,jul,499,5,-1,0,unknown,yes
53,self-employed,married,tertiary,no,346,yes,no,telephone,25,may,299,3,-1,0,unknown,no
72,unknown,divorced,secondary,no,2743,yes,yes,unknown,5,sep,587,2,-1,0,failure,no
36,retired,married,secondary,no,6406,yes,no,cellular,6,sep,219,7,45,0,unknown,no
94,unemployed,married,primary,no,3582,yes,no,cellular,19,nov,494,5,-1,0,other,no
92,housemaid,married,unknown,no,-681,no,no,cellular,19,mar,55,8,249,0,other,yes
92,entrepreneur,divorced,tertiary,no,5412,yes,no,unknown,24,oct,403,6,-1,2,failure,no
78,services,married,secondary,no,1914,no,no,cellular,28,aug,452,4,246,0,unknown,yes
70,student,married,secondary,no,6068,no,no,telephone,26,jun,647,2,-1,4,unknown,yes
62,blue-collar,married,primary,no,2429,yes,no,cellular,11,nov,77,3,-1,2,unknown,no
33,self-employed,married,tertiary,no,-3517,no,no,cellular,26,oct,306,4,387,0,unknown,yes
52,retired,married,secondary,no,4995,no,yes,cellular,11,feb,228,2,250,0,unknown,no
39,management,single,secondary,no,-108,yes,no,cellular,9,oct,139,7,71,0,unknown,no
54,management,single,tertiary,no,1247,yes,no,cellular,25,jul,421,1,-1,5,unknown,yes
47,self-employed,married,secondary,no,-3102,no,no,unknown,31,nov,566,1,391,0,unknown,no
18,self-employed,married,secondary,no,5606,no,no,cellular,16,nov,19,3,-1,0,unknown,no
88,admin.,single,secondary,no,1048,no,no,cellular,12,nov,180,1,-1,2,failure,no
40,student,divorced,secondary,no,-2079,yes,no,unknown,20,sep,42,1,-1,0,unknown,no
45,self-employed,married,secondary,no,-438,no,no,cellular,2,sep,1121,1,-1,1,unknown,yes
82,management,single,tertiary,no,643,no,no,unknown,15,feb,232,4,-1,0,unknown,no
70,management,married,secondary,no,4051,no,no,telephone,16,mar,50,1,-1,0,unknown,no
85,technician,married,secondary,no,1143,no,no,unknown,29,jul,491,1,-1,2,unknown,no
28,entrepreneur,married,secondary,no,2158,no,no,unknown,3,oct,96,3,-1,0,unknown,no
36,housemaid,married,tertiary,no,2348,yes,no,cellular,23,oct,339,4,-1,0,failure,yes
49,self-employed,married,tertiary,no,4959,yes,no,unknown,4,aug,15,2,-1,0,unknown,no
84,services,married,tertiary,no,3503,no,no,cellular,23,jan,100,2,-1,2,unknown,no
93,student,married,tertiary,no,2700,yes,no,unknown,5,may,172,2,-1,0,unknown,no
31,management,single,tertiary,no,1672,yes,no,cellular,23,dec,231,2,-1,0,unknown,no
63,services,married,secondary,no,2218,yes,no,unknown,4,sep,305,6,-1,0,unknown,yes
35,blue-collar,married,primary,no,4302,no,no,unknown,30,may,19,2,-1,0,unknown,yes
82,management,married,unknown,no,472,yes,no,cellular,20,sep,616,3,366,0,failure,no
86,self-employed,married,secondary,no,217,yes,no,unknown,6,apr,317,1,-1,0,unknown,no
52,entrepreneur,married,secondary,no,8812,yes,no,cellular,4,oct,194,1,265,0,failure,yes
85,retired,married,primary,no,1196,yes,yes,unknown,20,jun,194,3,-1,0,failure,no
19,technician,married,secondary,no,1981,no,no,cellular,29,feb,188,1,-1,1,unknown,no
49,admin.,married,tertiary,no,-2469,yes,yes,cellular,6,sep,356,1,-1,0,unknown,yes
93,housemaid,married,tertiary,no,51,no,no,cellular,23,dec,482,2,-1,0,unknown,yes
75,housemaid,single,secondary,no,1680,yes,yes,unknown,12,mar,520,8,-1,0,unknown,no
42,technician,married,secondary,no,2366,yes,no,telephone,14,mar,232,2,271,1,unknown,yes
83,self-employed,divorced,secondary,yes,3887,no,no,telephone,24,feb,475,3,234,2,failure,yes
32,self-employed,married,tertiary,no,3412,yes,no,cellular,19,jun,106,1,-1,0,unknown,no
65,student,married,primary,no,4060,yes,no,cellular,14,dec,193,3,-1,0,unknown,no
49,unemployed,married,secondary,no,4204,yes,no,cellular,29,feb,521,2,-1,0,unknown,yes
91,technician,divorced,secondary,no,3205,no,no,cellular,10,jun,243,3,-1,3,failure,no
69,entrepreneur,divorced,secondary,no,273,no,no,cellular,1,feb,609,2,40,0,unknown,no
77,retired,married,secondary,yes,3971,yes,no,cellular,15,jun,48,3,283,0,unknown,no
42,unemployed,married,tertiary,no,3682,no,no,unknown,26,oct,329,3,51,0,unknown,yes
47,housemaid,married,secondary,no,4524,no,no,cellular,15,sep,615,2,-1,0,unknown,yes
31,management,single,secondary,no,1116,yes,no,cellular,30,sep,283,2,-1,0,unknown,no
49,admin.,married,secondary,yes,6740,no,no,telephone,11,feb,228,2,-1,1,unknown,yes
68,technician,married,tertiary,no,1570,yes,no,unknown,17,feb,261,7,-1,0,unknown,yes
57,management,married,tertiary,no,2342,yes,no,cellular,5,apr,81,7,18,0,unknown,yes
51,housemaid,single,secondary,no,1755,yes,no,cellular,7,mar,1033,1,-1,0,unknown,no
48,student,married,secondary,no,5837,no,yes,cellular,4,oct,180,3,-1,4,failure,no
68,retired,married,tertiary,no,3402,yes,no,cellular,4,sep,254,1,213,0,unknown,no
49,retired,single,unknown,no,3265,yes,no,cellular,24,feb,364,2,-1,0,unknown,yes
30,retired,married,secondary,no,119,yes,yes,cellular,30,aug,657,12,-1,0,unknown,no
35,technician,single,tertiary,no,2289,yes,no,cellular,15,jun,69,4,-1,0,unknown,no
39,blue-collar,married,secondary,no,889,no,no,telephone,9,may,86,6,78,1,unknown,yes
89,services,married,secondary,no,4000,yes,no,unknown,19,sep,251,8,-1,0,unknown,yes
45,unemployed,single,secondary,no,740,yes,no,cellular,19,nov,111,5,-1,0,success,no
89,housemaid,single,secondary,no,771,yes,no,cellular,3,feb,103,1,-1,0,unknown,no
23,unemployed,married,secondary,no,3451,yes,no,cellular,8,may,121,6,-1,1,unknown,no
90,technician,single,secondary,no,1158,yes,yes,cellular,7,sep,230,4,-1,0,unknown,no
56,self-employed,single,secondary,no,-42,yes,no,cellular,4,jan,243,5,-1,0,unknown,no
20,housemaid,married,secondary,no,3450,no,no,unknown,23,dec,50,2,-1,0,unknown,no
24,services,divorced,secondary,no,-1430,no,no,cellular,24,sep,300,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,323,no,no,unknown,25,oct,313,2,336,1,other,yes
30,unknown,married,tertiary,no,-2524,no,no,cellular,5,dec,659,1,-1,0,unknown,yes
28,admin.,single,tertiary,no,-2877,yes,no,cellular,14,jun,503,1,-1,0,unknown,yes
75,unknown,single,primary,no,2908,yes,no,cellular,31,apr,511,1,-1,0,unknown,no
25,entrepreneur,single,secondary,no,-2592,yes,no,telephone,10,apr,527,1,-1,0,unknown,yes
49,retired,married,secondary,no,-2419,yes,no,unknown,26,may,557,8,117,1,unknown,no
69,housemaid,divorced,secondary,no,3781,yes,yes,cellular,7,jun,576,8,-1,0,unknown,yes
77,retired,married,secondary,no,2286,no,no,cellular,28,apr,489,1,-1,0,unknown,yes
53,services,married,secondary,no,2127,no,no,cellular,22,jun,601,6,-1,0,unknown,yes
38,unemployed,divorced,primary,no,4013,no,no,cellular,18,aug,498,1,-1,0,unknown,yes
93,housemaid,single,primary,no,460,no,no,unknown,8,jul,47,5,-1,0,other,no
89,services,single,secondary,no,2912,no,no,cellular,8,may,407,7,-1,0,unknown,yes
95,management,single,secondary,no,2262,yes,no,cellular,7,oct,36,4,-1,0,failure,no
23,blue-collar,single,secondary,yes,3582,yes,yes,cellular,10,jun,520,7,331,0,unknown,no
86,technician,divorced,secondary,no,1252,yes,no,cellular,9,dec,1037,1,-1,1,unknown,yes
43,entrepreneur,single,unknown,no,-1242,yes,no,cellular,12,may,386,3,-1,0,unknown,no
89,retired,married,tertiary,no,2577,no,no,cellular,27,mar,523,3,-1,0,unknown,no
76,services,married,tertiary,no,3529,yes,no,cellular,9,jan,340,4,229,0,unknown,yes
72,housemaid,single,secondary,no,1401,no,no,cellular,18,dec,360,1,-1,0,unknown,no
26,unknown,single,primary,no,4165,yes,no,unknown,26,jun,11,5,-1,0,failure,no
18,retired,single,tertiary,no,6478,yes,no,cellular,4,aug,143,3,-1,1,failure,no
84,student,single,secondary,no,2857,yes,yes,unknown,15,oct,87,6,-1,0,unknown,no
23,retired,single,tertiary,no,-5731,yes,no,cellular,20,jun,301,7,-1,0,unknown,no
35,blue-collar,single,secondary,no,-6124,yes,no,cellular,3,may,70,3,-1,0,unknown,no
25,self-employed,divorced,secondary,no,3457,yes,no,cellular,10,aug,89,1,-1,0,unknown,no
59,unemployed,single,secondary,no,523,yes,no,unknown,13,jan,195,5,-1,0,unknown,no
83,management,married,secondary,no,1568,yes,yes,cellular,8,oct,199,1,-1,0,unknown,no
26,blue-collar,married,tertiary,no,-3096,no,no,unknown,17,jan,410,2,-1,0,unknown,no
46,unknown,single,secondary,no,4135,yes,no,cellular,8,may,225,1,-1,0,unknown,no
40,self-employed,married,secondary,no,-674,no,no,cellular,28,sep,416,1,51,0,failure,yes
74,unemployed,married,secondary,no,2570,yes,no,unknown,25,apr,297,1,-1,0,unknown,yes
51,blue-collar,married,secondary,no,-5389,yes,no,cellular,4,feb,655,1,270,2,success,yes
45,technician,married,secondary,no,-693,no,no,cellular,17,feb,357,8,187,2,unknown,yes
24,entrepreneur,single,tertiary,no,4710,no,yes,unknown,17,may,506,2,-1,0,unknown,yes
82,retired,divorced,primary,yes,-832,yes,no,cellular,5,nov,256,1,98,0,unknown,no
