RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5897,15269527,Customer5897,600,Spain,Male,32,9,96219.19,2,1,0,35693.54,0
5898,15849497,Customer5898,592,Spain,Female,50,4,0.0,1,0,1,1909.57,0
5899,15778271,Customer5899,620,Germany,Male,36,2,119003.69,2,1,0,32505.45,1
5900,15816865,Customer5900,590,France,Female,35,3,0.0,1,0,1,63252.83,0
5901,15985140,Customer5901,596,France,Female,44,1,39338.23,2,1,0,149024.81,0
5902,15199852,Customer5902,584,Spain,Male,22,10,222469.97,1,0,0,9544.02,0
5903,15229867,Customer5903,735,Germany,Female,41,7,72088.24,1,1,0,117127.31,1
5904,15941281,Customer5904,668,Spain,Female,36,1,133908.35,1,1,0,1367.7,0
5905,15350680,Customer5905,679,France,Female,34,4,0.0,2,1,0,162486.98,0
5906,15918463,Customer5906,584,Germany,Female,38,10,190842.43,3,0,1,98476.71,0
5907,15809959,Customer5907,404,France,Male,40,6,96605.5,2,0,1,66866.54,0
5908,15600428,Customer5908,795,Spain,Male,40,9,0.0,1,1,1,55745.24,0
5909,15706828,Customer5909,726,Spain,Female,18,5,0.0,3,0,0,134305.99,0
5910,15816811,Customer5910,609,Germany,Male,29,1,143395.32,1,1,0,85908.94,0
5911,15373534,Customer5911,677,Germany,Female,45,7,0.0,2,1,1,20894.07,0
5912,15758018,Customer5912,422,Spain,Male,24,6,103060.82,1,1,1,75467.78,0
5913,15924936,Customer5913,663,France,Female,50,5,40234.83,2,1,1,17771.16,0
5914,15600824,Customer5914,553,Spain,Male,34,0,40721.34,1,0,0,111474.1,0
5915,15053950,Customer5915,850,France,Female,25,3,0.0,1,0,0,15713.98,1
5916,15288702,Customer5916,717,France,Male,70,10,201527.89,1,1,0,5786.08,0
5917,15469187,Customer5917,708,Germany,Male,44,3,189481.04,2,0,1,69974.06,0
5918,15293170,Customer5918,631,Spain,Male,47,3,135486.22,2,1,0,172519.73,0
5919,15402130,Customer5919,619,France,Male,29,8,64322.51,1,1,1,51448.72,1
5920,15014425,Customer5920,595,Spain,Male,39,6,90144.06,1,1,1,11279.71,0
5921,15431446,Customer5921,820,Germany,Male,23,10,255895.28,2,0,1,124168.33,1
5922,15950382,Customer5922,545,France,Male,38,0,76939.46,1,1,1,869.61,0
5923,15612875,Customer5923,623,France,Male,38,0,46368.07,1,1,0,198617.93,0
5924,15348234,Customer5924,632,Germany,Male,47,4,118446.3,2,1,0,195994.92,0
5925,15443173,Customer5925,581,Spain,Male,38,6,179705.59,1,1,1,118638.81,0
5926,15537110,Customer5926,535,Germany,Male,47,8,0.0,1,1,1,196907.55,0
5927,15040907,Customer5927,731,France,Male,45,0,203604.89,1,1,0,2582.47,1
5928,15892813,Customer5928,572,France,Female,59,10,140629.69,1,0,0,191881.49,1
5929,15712356,Customer5929,810,Spain,Female,46,2,18445.62,2,0,1,108269.62,0
5930,15913504,Customer5930,353,France,Female,33,2,0.0,1,0,0,71119.43,0
5931,15126025,Customer5931,631,Spain,Female,44,9,157795.22,2,0,0,120014.93,1
5932,15660135,Customer5932,672,France,Male,24,7,0.0,2,1,1,38917.98,0
5933,15802930,Customer5933,603,France,Female,35,2,134864.1,1,1,0,59064.43,1
5934,15391048,Customer5934,557,Spain,Female,43,0,243265.59,2,1,1,180975.07,0
5935,15225616,Customer5935,701,Germany,Male,43,10,0.0,1,1,0,83531.3,0
5936,15902095,Customer5936,673,Spain,Female,37,5,89736.86,3,1,1,34861.8,0
5937,15882009,Customer5937,759,Spain,Male,27,6,0.0,1,1,0,109394.39,1
5938,15837083,Customer5938,480,France,Female,38,9,0.0,2,1,1,196364.13,0
5939,15839421,Customer5939,718,France,Male,18,2,262483.26,1,1,1,92517.84,0
5940,15432663,Customer5940,705,France,Female,48,7,0.0,2,0,1,95827.97,0
5941,15584465,Customer5941,515,France,Male,44,3,86379.59,1,1,1,63626.94,0
5942,15639082,Customer5942,700,France,Female,24,2,59335.1,1,1,0,23972.62,0
5943,15260952,Customer5943,690,France,Female,39,4,38305.85,2,1,1,123425.88,0
5944,15572174,Customer5944,659,France,Male,38,2,170674.64,1,1,0,23242.58,1
5945,15453373,Customer5945,632,France,Male,33,2,84725.79,1,1,0,29988.98,0
5946,15687948,Customer5946,640,France,Female,47,9,57803.64,2,0,0,133047.6,0
5947,15188298,Customer5947,638,Spain,Female,37,3,55637.38,1,1,0,162243.45,0
5948,15533723,Customer5948,838,Germany,Female,18,2,53435.05,1,0,0,121160.87,0
5949,15633588,Customer5949,601,France,Female,18,9,0.0,1,1,0,39965.26,1
5950,15389638,Customer5950,608,France,Male,53,8,152142.94,1,1,1,43135.14,1
5951,15285419,Customer5951,520,France,Male,38,5,0.0,2,1,1,82895.34,0
5952,15811076,Customer5952,587,Spain,Male,26,0,300137.14,1,1,1,94807.14,0
5953,15692932,Customer5953,615,France,Female,23,2,48381.25,2,1,0,130797.53,1
5954,15725226,Customer5954,791,Germany,Male,56,1,26959.38,2,1,1,32674.7,0
5955,15037346,Customer5955,749,France,Female,45,8,216343.66,1,1,0,188230.15,0
5956,15518033,Customer5956,707,France,Male,19,4,216933.31,1,0,0,128524.68,0
5957,15552416,Customer5957,768,France,Male,30,9,0.0,2,1,1,83002.57,0
5958,15214089,Customer5958,706,France,Male,33,6,0.0,1,1,0,42262.02,0
5959,15729031,Customer5959,775,Spain,Male,43,5,135033.8,1,1,0,166221.3,0
5960,15559456,Customer5960,755,Germany,Male,30,1,76463.43,1,0,0,132171.49,0
5961,15018940,Customer5961,599,France,Female,42,1,50399.41,2,0,0,71205.0,0
5962,15173915,Customer5962,850,France,Female,35,4,0.0,2,1,1,65703.95,0
5963,15570326,Customer5963,723,Spain,Female,23,4,0.0,2,1,0,111758.75,0
5964,15053843,Customer5964,500,France,Male,39,3,76486.74,2,0,0,18910.7,0
5965,15090781,Customer5965,775,France,Male,38,0,0.0,1,1,1,85741.68,0
5966,15246730,Customer5966,566,Germany,Female,31,7,110392.79,1,1,1,5556.45,0
5967,15240574,Customer5967,690,Germany,Male,23,0,0.0,1,1,1,180747.67,0
5968,15302931,Customer5968,640,Germany,Male,32,6,170263.24,2,1,0,157484.34,0
5969,15375049,Customer5969,531,Spain,Male,18,0,69030.59,1,1,1,198475.08,0
5970,15414590,Customer5970,704,France,Female,25,9,194278.15,1,0,0,101848.0,1
5971,15088916,Customer5971,611,Spain,Female,35,8,0.0,1,1,1,47386.76,0
5972,15474882,Customer5972,699,France,Male,27,6,103996.47,2,1,0,161430.16,0
5973,15035270,Customer5973,528,Spain,Male,37,2,0.0,3,0,0,61905.62,0
5974,15880032,Customer5974,746,Germany,Male,26,2,122606.2,1,1,1,54685.0,0
5975,15561080,Customer5975,459,Germany,Male,51,1,0.0,4,1,0,80114.32,0
5976,15679924,Customer5976,605,France,Female,45,8,115763.8,1,1,1,88162.53,0
5977,15676995,Customer5977,803,Spain,Male,38,2,0.0,1,0,1,86324.43,0
5978,15633205,Customer5978,510,France,Male,35,1,0.0,1,1,0,195251.38,0
5979,15560647,Customer5979,771,France,Male,24,5,241693.59,1,1,0,15605.18,1
5980,15591485,Customer5980,615,France,Female,34,0,19958.07,1,1,1,21415.86,1
5981,15880097,Customer5981,513,France,Female,39,7,0.0,1,1,1,4580.38,1
5982,15754136,Customer5982,803,Spain,Female,18,0,0.0,2,1,1,91407.9,0
5983,15679459,Customer5983,668,Spain,Male,46,3,0.0,1,1,0,172769.2,0
5984,15256186,Customer5984,596,Spain,Male,37,10,23642.43,1,1,1,45684.7,1
5985,15205533,Customer5985,583,France,Male,28,5,131208.82,2,1,1,128856.86,0
5986,15997976,Customer5986,507,Germany,Male,41,1,52514.58,2,1,0,166753.87,1
5987,15427412,Customer5987,559,Germany,Female,48,9,61330.94,3,0,1,84690.03,0
5988,15723996,Customer5988,679,Spain,Female,34,8,179927.1,2,1,1,113065.82,0
5989,15253751,Customer5989,585,France,Female,42,1,92511.88,1,1,1,22527.57,1
5990,15954351,Customer5990,485,Germany,Female,42,9,181779.52,1,0,0,24541.81,0
5991,15767838,Customer5991,675,France,Female,34,0,0.0,2,1,0,573.71,0
5992,15759272,Customer5992,630,Spain,Male,32,10,0.0,1,1,0,127481.3,0
5993,15713475,Customer5993,536,Spain,Male,45,9,147304.56,1,1,0,161005.59,1
5994,15189370,Customer5994,681,Spain,Female,49,2,135124.65,2,1,1,81824.6,0
5995,15712072,Customer5995,662,Spain,Female,36,10,122392.86,1,0,0,78299.03,1
5996,15864816,Customer5996,610,France,Female,30,2,98939.0,2,1,1,191964.94,1
5997,15855467,Customer5997,655,Germany,Male,48,9,0.0,2,0,0,147932.47,0
5998,15679132,Customer5998,810,France,Male,32,0,183580.59,1,1,1,68630.29,0
5999,15926426,Customer5999,679,Spain,Male,33,4,0.0,2,1,0,183450.85,0
6000,15288112,Customer6000,466,France,Male,39,8,252587.48,2,1,1,1780.71,0
6001,15124585,Customer6001,471,France,Male,45,0,0.0,1,1,0,140077.24,0
6002,15124695,Customer6002,555,Germany,Female,36,3,183521.63,1,1,1,8562.13,0
6003,15358074,Customer6003,589,France,Female,22,8,130340.21,2,1,1,26366.78,0
6004,15703990,Customer6004,668,France,Male,31,9,0.0,1,1,0,78660.36,0
6005,15584730,Customer6005,686,Spain,Male,44,5,87172.31,1,1,1,137936.42,0
6006,15216757,Customer6006,535,Spain,Male,45,7,178101.25,1,1,1,144662.55,0
6007,15083488,Customer6007,753,Germany,Male,46,5,155702.95,1,1,0,156118.23,1
6008,15328908,Customer6008,620,France,Female,34,4,95690.93,2,1,0,109732.0,0
6009,15036651,Customer6009,692,France,Male,35,8,86159.73,1,1,1,173866.63,0
6010,15896095,Customer6010,531,France,Female,45,8,49358.2,1,0,0,166059.0,1
6011,15046606,Customer6011,604,France,Male,31,6,22044.06,1,1,1,173411.68,0
6012,15553815,Customer6012,615,Germany,Male,51,3,0.0,2,1,0,32790.11,1
6013,15480471,Customer6013,839,Germany,Female,24,3,4284.29,1,1,1,101180.03,0
6014,15196575,Customer6014,678,Germany,Male,53,9,0.0,2,1,1,136541.18,0
6015,15983277,Customer6015,789,Germany,Female,26,8,0.0,2,0,1,70014.55,0
6016,15022200,Customer6016,693,Germany,Female,38,7,0.0,2,0,1,159389.83,0
6017,15751311,Customer6017,703,Germany,Male,34,8,115041.39,2,1,0,115275.2,1
6018,15754862,Customer6018,757,France,Male,25,8,0.0,2,1,0,139878.05,0
6019,15398860,Customer6019,669,France,Male,48,9,86157.39,2,1,1,27604.88,0
6020,15760138,Customer6020,630,France,Male,42,2,112693.18,2,0,0,157530.95,0
6021,15366863,Customer6021,626,Germany,Female,42,4,0.0,1,1,1,56818.24,0
6022,15378348,Customer6022,597,France,Female,53,0,0.0,1,1,1,67793.12,0
6023,15776814,Customer6023,638,Germany,Female,50,5,64157.52,2,1,0,171947.58,1
6024,15444577,Customer6024,640,Spain,Female,45,8,123885.38,1,1,0,4609.08,0
6025,15331449,Customer6025,626,Spain,Male,42,5,158625.44,2,0,1,96331.0,0
6026,15842546,Customer6026,536,Germany,Male,45,9,167027.82,3,1,1,165574.89,0
6027,15012334,Customer6027,585,Germany,Male,41,10,0.0,2,1,1,58862.19,0
6028,15594929,Customer6028,447,France,Male,32,1,0.0,1,1,1,144675.75,0
6029,15739082,Customer6029,617,Spain,Female,45,7,86703.31,1,1,0,8957.73,0
6030,15438901,Customer6030,643,Spain,Male,22,4,152444.89,1,0,0,154885.79,1
6031,15114452,Customer6031,639,Germany,Female,25,4,0.0,2,1,0,31915.62,0
6032,15330599,Customer6032,539,Spain,Male,38,6,111095.28,1,1,1,65800.57,0
6033,15448990,Customer6033,631,France,Female,36,10,227434.71,1,0,0,82668.67,0
6034,15656564,Customer6034,538,Spain,Female,44,8,124114.98,2,1,1,93903.05,1
6035,15341112,Customer6035,677,Spain,Female,31,6,47227.57,2,1,0,112342.58,1
6036,15176480,Customer6036,697,Spain,Female,38,5,115906.15,2,1,0,89556.12,0
6037,15074550,Customer6037,699,Germany,Male,34,0,98759.71,2,0,1,121066.27,0
6038,15641754,Customer6038,732,Spain,Female,56,3,98104.55,4,1,1,133776.94,0
6039,15395631,Customer6039,830,Spain,Male,30,1,0.0,1,0,1,163147.06,0
6040,15493524,Customer6040,682,France,Male,44,0,163862.78,1,0,0,80670.34,1
6041,15656472,Customer6041,521,France,Male,37,2,60467.59,2,1,1,3462.83,0
6042,15433318,Customer6042,607,Germany,Male,51,2,0.0,1,1,0,16148.66,1
6043,15476255,Customer6043,764,France,Male,37,0,63559.51,1,1,1,137365.07,1
6044,15202262,Customer6044,629,Spain,Male,31,7,100713.53,2,1,1,83734.1,0
6045,15434843,Customer6045,556,France,Female,28,0,258664.73,1,1,0,183225.21,1
6046,15220101,Customer6046,600,France,Female,24,9,0.0,2,1,0,167894.17,0
6047,15668599,Customer6047,576,France,Male,18,7,221272.0,1,1,0,71185.54,0
6048,15411175,Customer6048,694,France,Female,44,9,29839.39,2,1,0,54802.79,0
6049,15728984,Customer6049,611,France,Female,18,5,228070.74,2,1,1,151200.33,0
6050,15103082,Customer6050,625,France,Female,25,6,0.0,2,1,1,196614.6,0
6051,15264447,Customer6051,702,France,Male,35,3,73724.6,2,0,1,149172.42,0
6052,15044780,Customer6052,624,France,Female,24,5,0.0,2,1,0,9580.7,0
6053,15941002,Customer6053,773,France,Female,36,4,130144.68,1,1,1,112922.25,0
6054,15345055,Customer6054,741,Germany,Female,33,1,87061.28,2,0,0,94706.47,1
6055,15654454,Customer6055,668,France,Male,18,10,0.0,2,1,1,44389.52,0
6056,15350597,Customer6056,838,France,Male,44,7,33597.85,2,1,0,183693.1,0
6057,15345330,Customer6057,557,France,Male,37,9,53802.91,2,1,0,94199.47,0
6058,15299920,Customer6058,711,Spain,Female,35,5,178387.13,2,1,0,117582.0,1
6059,15720796,Customer6059,592,France,Male,18,1,62939.99,1,1,1,75475.58,1
6060,15349355,Customer6060,635,Spain,Male,37,0,80420.92,1,0,0,9657.47,1
6061,15253048,Customer6061,619,France,Male,35,9,140462.93,1,1,1,66339.34,0
6062,15609499,Customer6062,741,Spain,Female,47,6,146508.44,2,1,0,54765.67,1
6063,15952330,Customer6063,572,France,Male,44,2,0.0,2,1,1,185412.74,0
6064,15489004,Customer6064,660,France,Female,53,1,92393.41,1,1,1,51681.0,1
6065,15068660,Customer6065,702,France,Female,25,10,94711.38,2,1,0,192623.58,1
6066,15948923,Customer6066,669,France,Female,50,2,0.0,1,1,0,45090.11,1
6067,15444017,Customer6067,737,Spain,Male,50,7,0.0,1,1,1,62256.13,0
6068,15617279,Customer6068,605,Spain,Male,30,4,0.0,4,1,0,88795.88,0
6069,15147051,Customer6069,783,France,Female,35,5,98057.57,2,1,0,182787.97,0
6070,15800778,Customer6070,531,France,Female,33,0,0.0,1,1,1,38706.35,0
6071,15320726,Customer6071,610,Spain,Female,36,10,0.0,2,1,1,140505.45,0
6072,15564159,Customer6072,698,Spain,Male,39,7,188496.55,1,1,1,78827.4,0
6073,15749913,Customer6073,850,Spain,Female,43,2,0.0,1,1,0,198276.87,0
6074,15327973,Customer6074,816,Spain,Male,36,4,195073.37,2,1,0,165743.64,0
6075,15579206,Customer6075,731,Germany,Female,22,7,155012.04,1,1,1,174951.8,1
6076,15123329,Customer6076,706,France,Female,43,9,199405.42,2,1,0,30187.07,0
6077,15353297,Customer6077,583,France,Male,33,2,68566.59,2,1,0,10682.44,0
6078,15432612,Customer6078,575,France,Female,41,5,218685.27,2,0,0,67001.64,0
6079,15220049,Customer6079,850,Germany,Male,45,8,133293.09,1,1,0,184456.45,0
6080,15132589,Customer6080,663,Germany,Female,22,7,183313.56,1,0,0,135172.33,1
6081,15175389,Customer6081,611,France,Female,22,6,0.0,1,0,0,105342.41,0
6082,15148915,Customer6082,659,Spain,Male,37,0,0.0,1,1,1,60266.13,0
6083,15305580,Customer6083,596,Germany,Female,35,2,0.0,2,1,0,55804.02,0
6084,15065451,Customer6084,579,France,Male,41,2,131466.4,1,0,1,102904.69,0
6085,15409880,Customer6085,779,France,Female,26,10,0.0,1,1,1,172131.51,0
6086,15210896,Customer6086,640,Germany,Female,45,2,0.0,1,1,0,37637.38,1
6087,15261611,Customer6087,580,France,Male,42,5,136702.7,1,0,0,183200.47,0
6088,15675689,Customer6088,648,Spain,Female,22,6,111630.02,2,0,0,149035.95,0
6089,15209283,Customer6089,753,Spain,Female,61,0,141032.48,1,0,1,154908.7,0
6090,15798269,Customer6090,552,Spain,Female,35,7,0.0,2,1,0,10555.65,0
6091,15075723,Customer6091,657,Germany,Male,43,6,21201.14,1,1,1,77416.68,1
6092,15193951,Customer6092,603,France,Male,47,0,64619.44,1,1,0,114989.31,0
6093,15411926,Customer6093,729,Germany,Male,35,9,122783.44,2,0,0,62012.94,0
6094,15877794,Customer6094,647,Germany,Male,26,0,95289.07,2,0,1,141891.12,0
6095,15072975,Customer6095,537,Spain,Female,37,10,72022.63,1,1,0,85352.75,1
6096,15247629,Customer6096,537,Germany,Female,28,4,0.0,2,1,0,62552.11,0
6097,15526725,Customer6097,770,Spain,Male,33,8,0.0,2,1,0,33364.28,0
6098,15220281,Customer6098,600,Spain,Female,40,9,0.0,1,0,0,19268.62,1
6099,15406653,Customer6099,772,Germany,Male,31,1,215259.23,1,1,0,120877.2,1
6100,15189578,Customer6100,646,Spain,Male,44,6,20018.68,2,1,0,88135.54,0
6101,15318213,Customer6101,665,France,Female,43,4,37220.55,2,0,1,25944.08,0
6102,15166600,Customer6102,774,France,Male,44,8,0.0,1,0,1,153873.84,0
6103,15593916,Customer6103,630,France,Female,51,9,0.0,1,0,0,52506.46,1
6104,15843207,Customer6104,693,France,Female,53,2,211239.73,1,0,1,4359.12,0
6105,15276372,Customer6105,684,France,Female,41,0,187797.94,2,0,0,198352.25,0
6106,15185213,Customer6106,758,Spain,Female,37,4,0.0,2,1,1,147385.35,0
6107,15083338,Customer6107,757,France,Male,45,3,97474.56,1,0,0,16101.59,0
6108,15774032,Customer6108,653,France,Male,47,2,0.0,2,1,0,170681.75,0
6109,15465264,Customer6109,449,Germany,Female,22,3,102508.19,2,1,0,147376.27,1
6110,15924832,Customer6110,494,Germany,Male,46,0,0.0,2,0,0,96908.34,0
6111,15780772,Customer6111,553,France,Female,39,4,0.0,1,1,0,171431.08,0
6112,15916545,Customer6112,636,France,Female,43,1,0.0,2,0,1,56794.35,0
6113,15247307,Customer6113,642,France,Male,59,5,165508.0,1,1,1,163614.28,0
6114,15962507,Customer6114,672,France,Male,62,10,172599.95,2,1,1,144923.5,1
6115,15485170,Customer6115,713,France,Male,24,1,178913.98,1,1,0,80963.99,0
6116,15340426,Customer6116,785,France,Male,45,4,272797.58,4,1,1,98040.11,0
6117,15231356,Customer6117,757,Germany,Male,48,6,0.0,1,1,0,3183.27,0
6118,15671625,Customer6118,507,France,Female,28,9,235482.8,1,1,0,139092.73,0
6119,15723946,Customer6119,660,Germany,Male,40,3,0.0,2,1,1,74169.3,0
6120,15116328,Customer6120,758,Spain,Male,50,9,159387.95,1,0,1,119413.29,1
6121,15748651,Customer6121,756,Germany,Male,40,0,93273.17,2,1,0,187937.02,0
6122,15569465,Customer6122,693,France,Male,47,7,0.0,1,1,0,171859.16,1
6123,15521305,Customer6123,436,Spain,Female,25,1,63031.93,2,1,0,71088.45,0
6124,15266766,Customer6124,584,France,Female,41,9,248001.58,2,0,1,119242.53,0
6125,15545632,Customer6125,785,Germany,Male,30,3,0.0,2,1,1,67132.72,0
6126,15074442,Customer6126,850,France,Female,53,6,384562.68,1,0,0,59763.66,0
6127,15299431,Customer6127,589,Germany,Female,21,3,0.0,1,1,0,109925.0,0
6128,15211174,Customer6128,713,Spain,Male,32,2,0.0,1,1,0,155237.89,0
6129,15031371,Customer6129,589,France,Male,28,6,0.0,1,1,0,26765.54,1
6130,15979220,Customer6130,655,Spain,Male,24,10,6719.81,2,1,1,86100.96,0
6131,15347293,Customer6131,578,France,Male,55,2,0.0,1,1,1,29543.64,1
6132,15814931,Customer6132,624,Spain,Female,47,3,0.0,2,1,1,136387.91,0
6133,15010444,Customer6133,682,France,Female,37,6,93473.32,2,0,1,109918.91,1
6134,15147498,Customer6134,573,Germany,Male,32,0,0.0,1,1,0,139748.5,1
6135,15442085,Customer6135,635,France,Male,34,1,0.0,2,1,1,42781.56,0
6136,15980835,Customer6136,647,Spain,Female,30,6,41551.78,1,1,0,192628.92,0
6137,15882137,Customer6137,830,Germany,Male,44,5,78250.43,1,1,1,97660.16,0
6138,15740133,Customer6138,668,Germany,Male,43,1,173355.66,2,1,0,130320.26,1
6139,15127855,Customer6139,350,Germany,Male,48,3,102931.61,2,1,0,150054.52,1
6140,15193781,Customer6140,653,France,Female,41,8,71127.7,1,1,0,170.11,0
6141,15056950,Customer6141,807,France,Female,40,8,120175.58,1,1,0,139163.67,0
6142,15691035,Customer6142,500,France,Male,22,9,0.0,1,1,1,92620.1,0
6143,15268016,Customer6143,637,Spain,Female,48,4,0.0,2,1,0,131485.86,0
6144,15627298,Customer6144,566,France,Female,43,3,119200.48,1,1,1,93746.11,0
6145,15512290,Customer6145,634,France,Male,46,8,261495.59,2,0,1,110342.4,0
6146,15903872,Customer6146,762,Germany,Male,57,7,0.0,1,1,0,186865.86,0
6147,15179734,Customer6147,464,Spain,Female,33,10,30495.79,1,1,0,195448.94,0
6148,15442049,Customer6148,776,France,Female,18,7,0.0,1,1,1,1758.3,0
6149,15571418,Customer6149,772,Spain,Male,37,7,238043.49,1,1,0,186920.22,0
6150,15169326,Customer6150,477,Spain,Male,49,9,79264.9,2,1,0,12440.82,1
6151,15598348,Customer6151,611,France,Male,42,8,0.0,1,1,1,20952.86,0
6152,15142779,Customer6152,654,France,Female,43,6,119265.62,2,1,1,73760.19,0
6153,15165153,Customer6153,606,Spain,Male,33,6,0.0,1,0,1,61362.92,0
6154,15343549,Customer6154,830,France,Male,43,0,50160.35,3,1,1,83173.14,0
6155,15142209,Customer6155,651,France,Female,36,3,105941.57,2,0,0,189047.49,0
6156,15734088,Customer6156,665,France,Female,58,9,113428.96,1,1,0,161870.74,0
6157,15000328,Customer6157,732,France,Female,40,7,145549.07,2,1,0,57690.72,0
6158,15292240,Customer6158,568,France,Female,18,3,0.0,1,1,0,137012.4,0
6159,15481627,Customer6159,669,France,Male,24,9,0.0,1,1,0,34563.63,1
6160,15364929,Customer6160,548,Germany,Male,32,1,0.0,2,1,0,109689.99,0
6161,15815958,Customer6161,676,Spain,Male,39,2,0.0,1,1,1,125042.53,0
6162,15898854,Customer6162,644,Spain,Female,52,3,113175.82,1,1,0,55244.38,0
6163,15160588,Customer6163,617,Spain,Female,48,4,44989.09,1,1,1,8530.45,1
6164,15880367,Customer6164,759,Spain,Male,31,8,105739.41,1,1,0,197360.07,0
6165,15065247,Customer6165,699,France,Female,39,7,106156.68,2,0,0,163283.38,0
6166,15281890,Customer6166,705,Spain,Female,42,8,227283.27,1,1,1,13847.39,0
6167,15853358,Customer6167,711,Germany,Male,19,10,140776.9,2,1,1,97680.49,0
6168,15603245,Customer6168,709,France,Female,64,10,0.0,2,1,1,62144.01,0
6169,15353789,Customer6169,586,France,Male,30,0,0.0,4,1,1,69460.11,0
6170,15167426,Customer6170,776,France,Female,48,2,0.0,1,1,1,84993.11,0
6171,15877166,Customer6171,690,France,Male,44,3,101950.54,2,1,1,35038.03,0
6172,15449460,Customer6172,685,France,Female,18,9,64297.34,1,1,1,95771.65,0
6173,15183266,Customer6173,720,France,Female,53,1,53927.87,1,0,0,47673.35,1
6174,15626586,Customer6174,533,France,Male,52,2,62831.3,2,0,1,51358.53,0
6175,15463184,Customer6175,702,France,Male,38,1,0.0,2,1,1,27599.1,0
6176,15976787,Customer6176,733,France,Female,59,5,0.0,2,1,0,31668.55,0
6177,15867179,Customer6177,491,Germany,Female,43,10,74098.78,2,1,1,169375.45,0
6178,15476902,Customer6178,718,France,Male,46,4,0.0,1,1,0,1400.23,0
6179,15403375,Customer6179,673,France,Male,51,10,191448.9,1,1,0,145079.96,0
6180,15445445,Customer6180,646,Spain,Female,19,4,197337.76,2,1,1,179577.95,0
6181,15989581,Customer6181,643,France,Female,49,3,0.0,1,0,0,153945.83,1
6182,15876207,Customer6182,523,Spain,Male,41,5,168865.23,1,1,1,75822.54,0
6183,15622393,Customer6183,490,Germany,Female,41,8,193388.54,2,1,1,153715.9,0
6184,15403659,Customer6184,591,France,Female,22,6,122204.61,1,1,0,154752.61,1
6185,15202070,Customer6185,668,France,Female,50,2,0.0,1,0,1,195764.05,0
6186,15437269,Customer6186,685,Spain,Male,43,6,30088.17,1,0,0,187845.78,1
6187,15567473,Customer6187,582,France,Female,31,1,73232.9,2,1,0,113566.3,0
6188,15409804,Customer6188,625,France,Female,38,2,0.0,1,0,0,120894.75,1
6189,15825481,Customer6189,765,Germany,Male,52,0,135539.92,1,1,1,187372.02,0
6190,15602581,Customer6190,724,France,Male,46,8,0.0,1,1,0,46954.94,1
6191,15287166,Customer6191,708,France,Female,32,3,118238.1,1,0,1,144526.28,0
6192,15731946,Customer6192,687,Spain,Male,34,3,0.0,1,1,1,79649.97,0
6193,15952261,Customer6193,587,France,Female,63,7,0.0,2,0,0,136310.79,1
6194,15357492,Customer6194,708,Spain,Male,23,4,75299.08,1,1,0,171915.88,0
6195,15797598,Customer6195,556,Germany,Male,39,1,100909.13,1,1,0,185546.19,1
6196,15504964,Customer6196,362,France,Female,46,1,0.0,1,1,1,190999.11,0
6197,15808079,Customer6197,782,Spain,Female,51,0,221944.53,2,0,0,125964.16,1
6198,15648779,Customer6198,743,France,Male,28,4,48935.94,2,1,1,76994.28,0
6199,15279830,Customer6199,672,Germany,Female,50,8,20263.5,2,1,1,117759.93,1
6200,15904818,Customer6200,781,Germany,Male,42,9,120718.91,2,0,0,125762.73,0
6201,15742893,Customer6201,850,France,Female,38,5,90548.75,4,0,1,24554.2,0
6202,15509462,Customer6202,850,Spain,Female,58,7,124872.42,1,1,1,77109.66,1
6203,15533596,Customer6203,587,France,Male,56,1,87238.73,2,1,0,139607.69,0
6204,15025325,Customer6204,444,France,Male,46,0,104683.75,1,0,1,179490.06,0
6205,15645229,Customer6205,664,Spain,Male,44,8,0.0,4,0,1,159166.27,0
6206,15639647,Customer6206,632,France,Male,28,9,97587.52,4,0,0,188780.27,0
6207,15477818,Customer6207,607,France,Male,30,0,249568.16,2,0,0,159855.91,1
6208,15982954,Customer6208,821,Spain,Male,31,6,374468.85,2,0,0,38671.94,1
6209,15713022,Customer6209,603,France,Male,53,0,110729.34,2,1,1,138053.87,0
6210,15575727,Customer6210,833,France,Male,21,1,181829.48,1,1,1,195448.27,0
6211,15201722,Customer6211,658,France,Male,40,1,0.0,2,1,0,120466.96,0
6212,15254654,Customer6212,487,Germany,Male,21,5,77508.39,2,1,0,68632.97,0
6213,15858644,Customer6213,524,Germany,Female,30,7,222837.1,2,1,0,125004.25,0
6214,15579168,Customer6214,670,France,Female,20,0,188167.38,1,0,1,174106.48,0
6215,15450819,Customer6215,735,Spain,Male,28,2,58451.62,1,0,0,125746.31,0
6216,15976384,Customer6216,793,Germany,Male,51,5,149164.36,2,1,1,100353.2,1
6217,15667505,Customer6217,684,France,Female,42,8,0.0,2,1,1,55883.53,0
6218,15780945,Customer6218,722,Spain,Female,45,8,127980.94,2,1,0,90146.42,1
6219,15915360,Customer6219,489,Germany,Male,37,1,114710.59,1,1,1,112406.58,0
6220,15268911,Customer6220,651,Spain,Female,33,3,167126.9,1,0,0,186061.67,0
6221,15464734,Customer6221,614,Germany,Female,40,7,0.0,2,0,1,141790.6,0
6222,15730012,Customer6222,499,Spain,Female,46,3,0.0,1,0,1,184876.87,0
